name,year,selling_price,fuel,km_driven,seller_type,transmission,owner,seats,engine_value,max_power_value,mileage_value
Nissan Sunny Diesel XV,2013,375000,Diesel,212000,Individual,Manual,First Owner,5,1461,84.80,21.64
Hyundai i20 Asta 1.4 CRDi,2013,380000,Diesel,110000,Individual,Manual,Second Owner,5,1396,88.76,21.27
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,325000,Diesel,178000,Individual,Manual,First Owner,9,2523,63.00,15.96
Maruti Ritz VDi,2013,390000,Diesel,77000,Dealer,Manual,First Owner,5,1248,73.90,21.10
Maruti Swift VDI,2013,390000,Diesel,120000,Individual,Manual,First Owner,5,1248,74.00,22.90
Maruti Swift Dzire VDI,2013,390000,Diesel,100000,Individual,Manual,First Owner,5,1248,74.00,23.40
Skoda Rapid 1.6 MPI Ambition,2013,375000,Petrol,100000,Individual,Manual,First Owner,5,1598,105.00,15.00
Mahindra Bolero 2011-2019 SLE,2013,330000,Diesel,136000,Individual,Manual,Second Owner,7,2523,62.10,15.96
Mahindra Bolero 2011-2019 SLX,2013,330000,Diesel,125000,Individual,Manual,Second Owner,7,2523,62.10,15.96
Maruti Swift Dzire VDI,2013,395000,Diesel,70000,Individual,Manual,Second Owner,5,1248,74.00,23.40
Tata Sumo Gold GX,2013,310000,Diesel,145000,Individual,Manual,First Owner,7,2956,83.83,15.30
Hyundai i20 Sportz 1.2,2013,400000,Petrol,70000,Individual,Manual,First Owner,5,1197,82.85,18.50
Hyundai i20 Sportz 1.2,2013,400000,Petrol,43000,Individual,Manual,Second Owner,5,1197,82.85,18.50
Maruti Swift VXI,2013,400000,Petrol,40000,Individual,Manual,First Owner,5,1197,85.80,18.60
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,390000,Diesel,53000,Individual,Manual,Second Owner,5,1396,88.76,21.90
Skoda Rapid Ultima 1.6 TDI Elegance,2013,380000,Diesel,90000,Individual,Manual,Second Owner,5,1598,103.50,20.50
Maruti Swift Star VDI,2013,400000,Diesel,70000,Individual,Manual,First Owner,5,1248,74.00,22.90
Maruti Swift VDI,2013,400000,Diesel,188000,Individual,Manual,Second Owner,5,1248,74.00,22.90
Fiat Grande Punto Sport 90BHP,2013,400000,Diesel,90000,Individual,Manual,First Owner,5,1248,92.00,20.30
Toyota Etios Liva GD SP,2013,400000,Diesel,70000,Dealer,Manual,Second Owner,5,1364,67.06,23.59
Maruti Swift Dzire VXI,2013,409999,Petrol,35000,Individual,Manual,First Owner,5,1197,85.80,19.10
Maruti Swift ZXI,2013,411000,Petrol,62000,Dealer,Manual,First Owner,5,1197,81.80,22.00
Maruti Swift VDI,2013,409999,Diesel,90000,Individual,Manual,Second Owner,5,1248,74.00,22.90
Maruti Swift ZDi,2013,409999,Diesel,90000,Individual,Manual,First Owner,5,1248,74.00,22.90
Maruti Swift VDI,2013,409999,Diesel,100000,Individual,Manual,Third Owner,5,1248,74.00,22.90
Maruti Ritz VDi,2013,409999,Diesel,100000,Individual,Manual,Third Owner,5,1248,73.94,23.20
Maruti Swift Dzire VDI,2013,409999,Diesel,100000,Individual,Manual,Second Owner,5,1248,74.00,23.40
Maruti Swift Dzire ZDI,2013,409999,Diesel,80235,Dealer,Manual,Second Owner,5,1248,74.02,28.40
Nissan Micra Diesel XL Optional,2013,400000,Diesel,83000,Individual,Manual,First Owner,5,1461,63.10,23.08
Renault Scala Diesel RxL,2013,399000,Diesel,61000,Dealer,Manual,Second Owner,5,1461,84.80,21.64
Renault Duster 85PS Diesel RxL Optional,2013,400000,Diesel,96000,Individual,Manual,First Owner,5,1461,83.80,20.46
Renault Duster 85PS Diesel RxL Optional,2013,400000,Diesel,44500,Individual,Manual,Second Owner,5,1461,83.80,20.46
Maruti Ritz ZXi,2013,415000,Petrol,60000,Individual,Manual,Second Owner,5,1197,85.80,18.50
Skoda Rapid 1.6 MPI AT Elegance,2013,395000,Petrol,35000,Individual,Automatic,Second Owner,5,1598,103.50,14.30
Maruti Swift Dzire VDI,2013,415000,Diesel,102996,Individual,Manual,Second Owner,5,1248,74.00,23.40
Toyota Etios GD,2013,409999,Diesel,90000,Individual,Manual,First Owner,5,1364,67.04,23.59
Toyota Etios Liva GD,2013,409999,Diesel,45000,Individual,Manual,First Owner,5,1364,67.06,23.59
Mahindra Xylo D4 BSIII,2013,351000,Diesel,100000,Individual,Manual,Second Owner,8,2498,112.00,14.00
Hyundai Grand i10 1.2 Kappa Asta,2013,420000,Petrol,21000,Individual,Manual,First Owner,5,1197,81.86,18.90
Maruti Swift ZXI,2013,420000,Petrol,67000,Individual,Manual,First Owner,5,1197,85.80,18.60
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,Petrol,49102,Dealer,Manual,Second Owner,5,999,123.37,18.88
Volkswagen Vento Diesel Highline,2013,400000,Diesel,120000,Individual,Manual,Second Owner,5,1598,103.60,20.54
Hyundai Verna 1.6 VTVT,2013,400000,Petrol,70000,Individual,Manual,First Owner,5,1591,121.30,17.01
Maruti Swift Dzire VDI,2013,420000,Diesel,105000,Individual,Manual,Second Owner,5,1248,74.00,23.40
Chevrolet Sail Hatchback LS ABS,2013,420000,Diesel,46815,Individual,Manual,Second Owner,5,1248,76.90,22.10
Hyundai i20 1.2 Sportz,2013,425000,Petrol,23000,Dealer,Manual,First Owner,5,1197,80.00,17.00
Skoda Rapid 1.6 MPI Ambition Plus,2013,409999,Petrol,29000,Individual,Manual,Second Owner,5,1598,103.50,15.00
Maruti Swift VDI,2013,430000,Diesel,86000,Individual,Manual,Second Owner,5,1248,74.00,22.90
Maruti Swift Dzire VDI,2013,430000,Diesel,63000,Individual,Manual,First Owner,5,1248,74.00,23.40
Maruti Swift Dzire LDI,2013,430000,Diesel,190000,Individual,Manual,Second Owner,5,1248,74.00,23.40
Hyundai i20 Asta 1.4 CRDi,2013,425000,Diesel,60000,Individual,Manual,First Owner,5,1396,88.76,21.27
Hyundai i20 Sportz 1.4 CRDi,2013,425000,Diesel,101000,Dealer,Manual,First Owner,5,1396,88.76,21.90
Honda Amaze VX i-DTEC,2013,420000,Diesel,40000,Individual,Manual,Second Owner,5,1498,98.60,25.80
Renault Duster 85PS Diesel RxL Optional with Nav,2013,425000,Diesel,152186,Dealer,Manual,Second Owner,5,1461,83.80,20.45
Maruti Ertiga LXI,2013,430000,Petrol,90000,Individual,Manual,First Owner,7,1373,93.70,16.02
Tata Sumo Gold GX,2013,350000,Diesel,120000,Individual,Manual,Second Owner,7,2956,83.83,15.30
Volkswagen Polo Diesel Highline 1.2L,2013,440000,Diesel,75000,Individual,Manual,Second Owner,5,1199,73.90,22.07
Honda Amaze S i-Dtech,2013,425000,Diesel,70000,Individual,Manual,First Owner,5,1498,98.60,25.80
Honda City V MT,2013,425000,Petrol,86300,Dealer,Manual,First Owner,5,1497,116.30,16.80
Hyundai Verna 1.6 SX,2013,420000,Diesel,69000,Individual,Manual,Third Owner,5,1582,126.32,22.32
Hyundai Verna 1.6 SX,2013,425000,Diesel,80000,Individual,Manual,Second Owner,5,1582,126.32,22.32
Maruti Swift VDI,2013,445000,Diesel,70000,Dealer,Manual,Second Owner,5,1248,74.00,28.40
Renault Scala Diesel RxZ,2013,434999,Diesel,120000,Individual,Manual,First Owner,5,1461,84.80,21.64
Maruti Swift VXI,2013,450000,Petrol,41800,Individual,Manual,First Owner,5,1197,85.80,18.60
Maruti Swift VXI,2013,450000,Petrol,35000,Individual,Manual,Second Owner,5,1197,85.80,18.60
Maruti Swift Dzire VXI,2013,450000,Petrol,67000,Individual,Manual,First Owner,5,1197,85.80,19.10
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,450000,Diesel,60000,Individual,Manual,First Owner,7,1248,73.80,18.20
Maruti Swift Star VDI,2013,450000,Diesel,120000,Individual,Manual,Second Owner,5,1248,74.00,22.90
Maruti Swift VDI,2013,450000,Diesel,108800,Individual,Manual,Third Owner,5,1248,74.00,22.90
Maruti Swift VDI,2013,450000,Diesel,24019,Individual,Manual,First Owner,5,1248,74.00,22.90
Maruti Swift Dzire VDI,2013,450000,Diesel,120000,Individual,Manual,Second Owner,5,1248,74.00,23.40
Maruti Swift ZDI Plus,2013,450000,Diesel,43978,Dealer,Manual,Second Owner,5,1248,74.00,28.40
Maruti Swift VDI,2013,450000,Diesel,67000,Dealer,Manual,Second Owner,5,1248,74.00,28.40
Maruti Ertiga VDI,2013,450000,Diesel,120000,Individual,Manual,Second Owner,7,1248,88.76,20.77
Volkswagen Polo GT TSI,2013,453000,Petrol,54327,Dealer,Automatic,Second Owner,5,1197,103.60,17.20
Hyundai i20 Asta Optional with Sunroof 1.2,2013,455999,Petrol,35582,Dealer,Manual,First Owner,5,1197,82.85,18.50
Toyota Etios Liva Diesel,2013,450000,Diesel,67000,Individual,Manual,First Owner,5,1364,67.10,23.59
Toyota Etios Liva GD,2013,451000,Diesel,120000,Individual,Manual,First Owner,5,1364,67.06,23.59
Maruti Ertiga VXI,2013,450000,Petrol,140000,Individual,Manual,First Owner,7,1373,93.70,16.02
Maruti Swift Dzire VXI,2013,459999,Petrol,35000,Individual,Manual,Second Owner,5,1197,85.80,19.10
Honda Amaze VX i-DTEC,2013,445000,Diesel,100000,Individual,Manual,First Owner,5,1498,98.60,25.80
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,451999,Diesel,69000,Individual,Manual,First Owner,5,1396,88.76,21.90
Mahindra Quanto C2,2013,450000,Diesel,52000,Individual,Manual,First Owner,7,1493,100.00,17.21
Mahindra Bolero 2011-2019 ZLX,2013,400000,Diesel,90000,Individual,Manual,Second Owner,7,2523,62.10,15.96
Mahindra Bolero 2011-2019 SLX,2013,400000,Diesel,60000,Individual,Manual,Second Owner,7,2523,62.10,15.96
Mahindra Bolero 2011-2019 DI NON AC BS III White,2013,400000,Diesel,80000,Individual,Manual,First Owner,9,2523,63.00,15.96
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,400000,Diesel,35000,Individual,Manual,First Owner,7,2494,100.60,12.99
Hyundai Verna 1.6 CRDi EX MT,2013,445000,Diesel,87185,Individual,Manual,Second Owner,5,1582,126.30,22.32
Hyundai i20 Asta 1.4 CRDi,2013,459999,Diesel,60000,Individual,Manual,Second Owner,5,1396,88.76,21.27
Volkswagen Vento Diesel Highline,2013,450000,Diesel,170000,Individual,Manual,First Owner,5,1598,103.60,20.54
Hyundai Verna 1.6 SX VTVT AT,2013,450000,Petrol,100000,Individual,Automatic,Second Owner,5,1591,121.30,15.74
Hyundai Verna 1.6 VTVT,2013,450000,Petrol,50000,Individual,Manual,Third Owner,5,1591,121.30,17.01
Maruti Swift VDI,2013,470000,Diesel,120000,Individual,Manual,Third Owner,5,1248,74.00,22.90
Maruti Swift Dzire VDI,2013,470000,Diesel,150000,Individual,Manual,First Owner,5,1248,74.00,23.40
Maruti Swift Dzire VDI,2013,470000,Diesel,82000,Dealer,Manual,Second Owner,5,1248,74.00,26.59
Skoda Rapid 1.6 TDI Ambition Plus,2013,455000,Diesel,98000,Individual,Manual,First Owner,5,1598,103.50,20.50
Maruti Swift Dzire ZDI,2013,475000,Diesel,149000,Individual,Manual,First Owner,5,1248,74.00,23.40
Honda City Corporate Edition,2013,465000,Petrol,80000,Individual,Manual,Second Owner,5,1497,116.30,16.80
Hyundai Verna 1.6 SX,2013,459999,Diesel,80000,Individual,Manual,Second Owner,5,1582,126.32,22.32
Maruti Swift Dzire VDI,2013,480000,Diesel,80000,Individual,Manual,First Owner,5,1248,74.00,23.40
Maruti Swift Dzire VDI,2013,480000,Diesel,105000,Individual,Manual,Third Owner,5,1248,74.00,23.40
Maruti Ertiga VDI,2013,480000,Diesel,110000,Individual,Manual,Third Owner,7,1248,88.76,20.77
Renault Duster 85PS Diesel RxL Optional,2013,475000,Diesel,250000,Individual,Manual,First Owner,5,1461,83.80,20.46
Ford Ecosport Sports Diesel,2013,475000,Diesel,48000,Dealer,Manual,Second Owner,5,1498,98.96,21.70
Skoda Rapid 1.5 TDI Active,2013,475000,Diesel,77300,Dealer,Manual,First Owner,5,1498,103.52,21.14
Honda City 1.5 V MT,2013,475000,Petrol,55000,Dealer,Manual,Second Owner,5,1497,118.00,17.00
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,480000,Diesel,87452,Dealer,Manual,Second Owner,5,1498,98.59,22.77
Mahindra Bolero 2011-2019 ZLX,2013,430000,Diesel,100000,Individual,Manual,Second Owner,7,2523,62.10,15.96
Honda City V MT,2013,480000,Petrol,42462,Dealer,Manual,First Owner,5,1497,116.30,16.80
Hyundai Verna 1.6 CRDI,2013,475000,Diesel,125000,Individual,Manual,Third Owner,5,1582,126.30,22.32
Maruti Ertiga VDI,2013,497000,Diesel,110000,Individual,Manual,First Owner,7,1248,88.76,20.77
Honda Amaze VX i-DTEC,2013,484999,Diesel,50000,Individual,Manual,First Owner,5,1498,98.60,25.80
Maruti Swift VDI,2013,500000,Diesel,53000,Individual,Manual,First Owner,5,1248,74.00,22.90
Maruti Ertiga VDI,2013,500000,Diesel,92000,Individual,Manual,Third Owner,7,1248,88.76,20.77
Tata Aria Prestige 4x2,2013,450000,Diesel,80000,Individual,Manual,Second Owner,7,2197,138.10,13.70
Renault Duster 85PS Diesel RxL Optional,2013,490000,Diesel,95000,Individual,Manual,First Owner,5,1461,83.80,20.46
Mahindra Bolero 2011-2019 Plus AC,2013,440000,Diesel,120000,Individual,Manual,First Owner,9,2523,62.10,15.96
Maruti Ertiga ZXI,2013,500000,Petrol,60000,Individual,Manual,First Owner,7,1373,93.70,16.02
Maruti Ertiga ZDI,2013,509999,Diesel,148000,Individual,Manual,First Owner,7,1248,88.80,20.77
Mahindra Bolero 2011-2019 ZLX,2013,450000,Diesel,146000,Individual,Manual,Second Owner,7,2523,62.10,15.96
Mahindra Bolero 2011-2019 SLX,2013,450000,Diesel,70000,Individual,Manual,First Owner,7,2523,62.10,15.96
Honda Amaze VX i-DTEC,2013,500000,Diesel,116104,Dealer,Manual,First Owner,5,1498,98.60,25.80
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,500000,Petrol,70000,Individual,Manual,Second Owner,5,1499,110.40,15.85
Honda City V MT,2013,500000,Petrol,32000,Individual,Manual,First Owner,5,1497,116.30,16.80
Mahindra Bolero 2011-2019 ZLX BSIII,2013,451000,Diesel,70000,Individual,Manual,First Owner,7,2523,62.10,15.96
Mahindra Xylo E4 BS III,2013,450000,Diesel,120000,Individual,Manual,Second Owner,7,2498,112.00,11.68
Tata Safari Storme LX,2013,466000,Diesel,95500,Individual,Manual,Second Owner,7,2179,138.10,14.00
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2013,454000,Diesel,120000,Individual,Manual,Second Owner,10,2499,72.40,13.58
Hyundai Verna 1.6 SX VTVT (O),2013,500000,Petrol,50000,Individual,Manual,Second Owner,5,1591,121.30,17.10
Hyundai Verna 1.6 CRDI,2013,500000,Diesel,80000,Individual,Manual,Second Owner,5,1582,126.30,22.32
Hyundai Verna 1.6 SX,2013,500000,Diesel,87000,Individual,Manual,Second Owner,5,1582,126.32,22.32
Hyundai Verna 1.6 SX CRDi (O),2013,500000,Diesel,70000,Individual,Manual,Third Owner,5,1582,126.32,22.32
Maruti Swift Dzire VDI,2013,520000,Diesel,58000,Individual,Manual,First Owner,5,1248,74.00,23.40
Nissan Terrano XL Plus 85 PS,2013,509999,Diesel,170000,Individual,Manual,First Owner,5,1461,83.80,20.45
Hyundai i20 Asta Optional with Sunroof 1.2,2013,525000,Petrol,61500,Dealer,Manual,First Owner,5,1197,82.85,18.50
Maruti Swift VDI,2013,525000,Diesel,69000,Individual,Manual,Second Owner,5,1248,74.00,22.90
Maruti Swift Dzire LDI,2013,525000,Diesel,100000,Individual,Manual,First Owner,5,1248,74.00,23.40
Maruti Swift Dzire VDI,2013,525000,Diesel,110000,Individual,Manual,First Owner,5,1248,74.00,23.40
Maruti Swift Dzire VDI,2013,525000,Diesel,116000,Individual,Manual,Second Owner,5,1248,74.00,23.40
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2013,479000,Diesel,173000,Individual,Manual,First Owner,7,2179,120.00,12.05
Hyundai Verna 1.6 CRDi EX AT,2013,509999,Diesel,120000,Individual,Automatic,Second Owner,5,1582,126.30,22.32
Maruti Swift Dzire VDI,2013,530000,Diesel,120000,Individual,Manual,Second Owner,5,1248,74.00,23.40
Maruti Swift Dzire VDI,2013,530000,Diesel,40000,Individual,Manual,First Owner,5,1248,74.00,23.40
Mahindra Scorpio Gateway 2WD,2013,459999,Diesel,120000,Individual,Manual,Second Owner,5,2609,115.00,13.50
Mahindra Bolero 2011-2019 ZLX,2013,467000,Diesel,157000,Individual,Manual,First Owner,7,2523,62.10,15.96
Skoda Superb Elegance 1.8 TSI AT,2013,500000,Petrol,60000,Individual,Automatic,First Owner,5,1798,157.75,13.70
Renault Duster 110PS Diesel RxL,2013,520000,Diesel,126000,Individual,Manual,Second Owner,5,1461,108.45,19.01
Renault Duster 110PS Diesel RxZ Plus,2013,520000,Diesel,109000,Individual,Manual,Second Owner,5,1461,108.45,19.64
Mahindra Scorpio LX,2013,484999,Diesel,120000,Individual,Manual,First Owner,9,2179,120.00,12.05
Renault Duster 110PS Diesel RxZ,2013,525000,Diesel,56429,Dealer,Manual,Second Owner,5,1461,108.45,19.01
Mahindra Bolero 2011-2019 SLX,2013,475000,Diesel,76000,Individual,Manual,First Owner,7,2523,62.10,15.96
Mahindra Scorpio SLE BSIV,2013,490000,Diesel,90000,Individual,Manual,Second Owner,8,2179,120.00,12.05
Hyundai Verna 1.6 SX,2013,520000,Diesel,88000,Individual,Manual,Second Owner,5,1582,126.32,22.32
Hyundai Verna 1.6 SX,2013,522000,Diesel,150000,Individual,Manual,Second Owner,5,1582,126.32,22.32
Maruti Ertiga VXI,2013,535000,Petrol,90000,Individual,Manual,Third Owner,7,1373,93.70,16.02
Hyundai Elantra SX,2013,511000,Petrol,90000,Individual,Manual,Second Owner,5,1797,147.50,16.30
Mahindra Bolero 2011-2019 Plus AC,2013,480000,Diesel,100000,Individual,Manual,First Owner,9,2523,62.10,15.96
Hyundai Verna 1.6 CRDi EX AT,2013,525000,Diesel,75000,Individual,Automatic,First Owner,5,1582,126.30,22.32
Volkswagen Polo Diesel Highline 1.2L,2013,550000,Diesel,38000,Individual,Manual,First Owner,5,1199,73.90,22.07
Mahindra Scorpio LX,2013,500000,Diesel,115717,Individual,Manual,First Owner,9,2179,120.00,12.05
Hyundai Verna 1.6 CRDI,2013,530000,Diesel,92500,Individual,Manual,First Owner,5,1582,126.30,22.32
Maruti Swift Dzire VDI,2013,550000,Diesel,70000,Individual,Manual,First Owner,5,1248,74.00,23.40
Maruti Swift Dzire VDI,2013,550000,Diesel,100000,Individual,Manual,First Owner,5,1248,74.00,23.40
Maruti Swift Dzire VDI,2013,550000,Diesel,56000,Individual,Manual,First Owner,5,1248,74.00,23.40
Maruti Swift Dzire ZDI,2013,550000,Diesel,240000,Individual,Manual,First Owner,5,1248,74.00,23.40
Tata Aria Pleasure 4x2,2013,500000,Diesel,80000,Individual,Manual,Second Owner,7,2179,138.10,13.70
Maruti Ertiga VDI,2013,550000,Diesel,65000,Dealer,Manual,First Owner,7,1248,88.76,20.77
Maruti Ertiga VDI,2013,550000,Diesel,120000,Individual,Manual,Third Owner,7,1248,88.76,20.77
Hyundai Verna 1.4 CX,2013,550000,Diesel,50000,Individual,Manual,First Owner,5,1396,88.70,23.50
Renault Duster 85PS Diesel RxL Optional,2013,550000,Diesel,100600,Individual,Manual,Third Owner,5,1461,83.80,20.46
Mahindra Bolero 2011-2019 DI - AC BS III,2013,499000,Diesel,80000,Individual,Manual,First Owner,9,2523,63.00,15.96
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,Diesel,70000,Individual,Manual,Second Owner,7,2523,62.10,15.96
Mahindra Bolero 2011-2019 ZLX,2013,500000,Diesel,50000,Individual,Manual,First Owner,7,2523,62.10,15.96
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,Diesel,160000,Individual,Manual,First Owner,7,2523,62.10,15.96
Mahindra Bolero 2011-2019 SLE,2013,500000,Diesel,110000,Individual,Manual,First Owner,7,2523,62.10,15.96
Mahindra Bolero 2011-2019 Plus Non AC,2013,500000,Diesel,120000,Individual,Manual,Third Owner,9,2523,62.10,15.96
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,500000,Diesel,70000,Individual,Manual,First Owner,9,2523,63.00,15.96
Hyundai Verna SX Diesel,2013,550000,Diesel,80000,Dealer,Manual,First Owner,5,1493,113.42,25.00
Mahindra Scorpio EX,2013,500000,Diesel,195000,Individual,Manual,First Owner,8,2523,75.00,14.00
Mahindra Scorpio LX,2013,520000,Diesel,110000,Individual,Manual,First Owner,9,2179,120.00,12.05
Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,509999,Diesel,165500,Individual,Manual,Second Owner,9,2523,75.00,14.00
Tata Aria Pride,2013,525000,Diesel,110000,Individual,Manual,Second Owner,7,2179,138.10,13.70
Mahindra Scorpio SLE BSIII,2013,530000,Diesel,80000,Individual,Manual,Second Owner,8,2179,120.00,12.05
Hyundai Elantra SX,2013,550000,Petrol,50000,Individual,Manual,Second Owner,5,1797,147.50,16.30
Mahindra Bolero 2011-2019 ZLX BSIII,2013,525000,Diesel,80000,Individual,Manual,Second Owner,7,2523,62.10,15.96
Mahindra XUV500 W8 2WD,2013,540000,Diesel,60000,Individual,Manual,Second Owner,7,2179,140.00,15.10
Tata New Safari Dicor EX 4X2 BS IV,2013,541000,Diesel,112011,Individual,Manual,First Owner,7,2179,138.10,13.93
Renault Fluence 1.5,2013,580000,Diesel,67000,Individual,Manual,Second Owner,5,1461,108.50,20.40
Renault Duster 85PS Diesel RxL Optional,2013,585000,Diesel,80000,Individual,Manual,Second Owner,5,1461,83.80,20.46
Mahindra Scorpio SLE BSIII,2013,550000,Diesel,80000,Individual,Manual,Second Owner,8,2179,120.00,12.05
Maruti Ertiga VDI,2013,599000,Diesel,60000,Individual,Manual,Second Owner,7,1248,88.76,20.77
Hyundai Verna 1.6 SX CRDi (O),2013,580000,Diesel,80000,Individual,Manual,Second Owner,5,1582,126.32,22.32
Tata Safari Storme EX,2013,550000,Diesel,133000,Individual,Manual,First Owner,7,2179,138.10,14.00
Mahindra XUV500 W8 2WD,2013,550000,Diesel,70000,Individual,Manual,Third Owner,7,2179,140.00,15.10
Maruti Ertiga VDI,2013,600000,Diesel,184000,Individual,Manual,First Owner,7,1248,88.76,20.77
Maruti Ertiga VDI,2013,600000,Diesel,30000,Individual,Manual,Second Owner,7,1248,88.76,20.77
Maruti Ertiga ZDI,2013,600000,Diesel,60000,Individual,Manual,First Owner,7,1248,88.80,20.77
Maruti Ertiga ZDI,2013,600000,Diesel,60000,Individual,Manual,Third Owner,7,1248,88.80,20.77
Maruti Ertiga ZDI,2013,600000,Diesel,50000,Individual,Manual,Second Owner,7,1248,88.80,20.77
Maruti Ertiga ZDI,2013,600000,Diesel,120000,Individual,Manual,Third Owner,7,1248,88.80,20.77
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000,Diesel,125531,Dealer,Manual,Second Owner,5,1498,98.59,22.77
Mahindra Bolero 2011-2019 SLX,2013,550000,Diesel,60000,Individual,Manual,First Owner,7,2523,62.10,15.96
Mahindra Bolero 2011-2019 SLX,2013,550000,Diesel,90000,Individual,Manual,First Owner,7,2523,62.10,15.96
Maruti Ertiga VDI,2013,620000,Diesel,139000,Individual,Manual,First Owner,7,1248,88.76,20.77
Maruti Ertiga VDI,2013,625000,Diesel,90000,Individual,Manual,Second Owner,7,1248,88.76,20.77
Maruti Ertiga VDI,2013,625000,Diesel,160000,Individual,Manual,Third Owner,7,1248,88.76,20.77
Maruti Ertiga ZDI,2013,630000,Diesel,120000,Individual,Manual,Second Owner,7,1248,88.80,20.77
Hyundai Elantra CRDi SX,2013,615000,Diesel,120000,Individual,Manual,First Owner,5,1582,126.24,22.70
Skoda Superb Elegance 2.0 TDI CR AT,2013,600000,Diesel,90000,Individual,Automatic,First Owner,5,1968,138.10,17.20
Honda Accord 2.4 A/T,2013,580000,Petrol,50000,Dealer,Automatic,First Owner,5,2354,177.60,11.70
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,600000,Diesel,60000,Individual,Manual,First Owner,8,2179,120.00,12.05
Mahindra Scorpio SLE BSIII,2013,600000,Diesel,110000,Individual,Manual,Second Owner,8,2179,120.00,12.05
Mahindra XUV500 W8 AWD,2013,600000,Diesel,177000,Individual,Manual,First Owner,7,2179,140.00,15.10
Mahindra XUV500 W6 2WD,2013,600000,Diesel,91000,Individual,Manual,First Owner,7,2179,140.00,15.10
Maruti Ertiga VDI,2013,650000,Diesel,170000,Individual,Manual,Third Owner,7,1248,88.76,20.77
Maruti Ertiga LDI Option,2013,650000,Diesel,90000,Individual,Manual,First Owner,7,1248,88.76,20.77
Toyota Corolla Altis 1.8 G CVT,2013,625000,Petrol,39000,Dealer,Automatic,First Owner,5,1798,138.03,14.28
Renault Duster 110PS Diesel RxZ,2013,650000,Diesel,120000,Individual,Manual,Second Owner,5,1461,108.45,19.01
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2013,600000,Diesel,90000,Individual,Manual,First Owner,9,2499,72.40,13.58
Mahindra Bolero 2011-2019 ZLX,2013,600000,Diesel,45000,Individual,Manual,First Owner,7,2523,62.10,15.96
Hyundai Elantra CRDi SX Option AT,2013,650000,Diesel,64000,Dealer,Automatic,First Owner,5,1498,113.42,14.62
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,600000,Diesel,95000,Individual,Manual,Second Owner,7,2494,100.57,12.99
Mahindra Scorpio EX,2013,600000,Diesel,70000,Individual,Manual,Third Owner,8,2523,75.00,14.00
Maruti Ertiga ZDI,2013,680000,Diesel,37500,Individual,Manual,Second Owner,7,1248,88.80,20.77
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,625000,Diesel,100000,Individual,Manual,Second Owner,7,2494,100.57,12.99
Mahindra XUV500 W6 2WD,2013,650000,Diesel,85710,Dealer,Manual,First Owner,7,2179,140.00,15.10
Maruti Ertiga ZDI,2013,700000,Diesel,37659,Individual,Manual,First Owner,7,1248,88.80,20.77
Renault Duster RXL AWD,2013,695000,Diesel,120000,Individual,Manual,First Owner,5,1461,108.45,19.01
Hyundai Verna 1.6 SX,2013,700000,Diesel,76460,Individual,Manual,First Owner,5,1582,126.32,22.32
Hyundai Elantra CRDi SX,2013,700000,Diesel,120000,Individual,Manual,First Owner,5,1582,126.24,22.70
Hyundai Elantra SX AT,2013,690000,Petrol,68000,Dealer,Automatic,First Owner,5,1797,147.50,14.50
Chevrolet Captiva 2.2 LT,2013,667000,Diesel,65000,Individual,Manual,First Owner,7,2231,184.00,14.60
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,700000,Diesel,99000,Dealer,Manual,First Owner,7,2494,100.00,12.99
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,Diesel,70000,Individual,Manual,First Owner,7,2494,100.57,12.99
Ford Endeavour 2.5L 4X2,2013,700000,Diesel,62000,Dealer,Manual,First Owner,7,2499,141.00,13.10
Mahindra XUV500 W8 AWD,2013,720000,Diesel,150000,Individual,Manual,Second Owner,7,2179,140.00,15.10
Mahindra XUV500 W8 2WD,2013,750000,Diesel,80000,Individual,Manual,Second Owner,7,2179,140.00,15.10
Mahindra XUV500 W6 2WD,2013,750000,Diesel,110000,Individual,Manual,Second Owner,7,2179,140.00,15.10
Mahindra XUV500 W4,2013,750000,Diesel,70000,Individual,Manual,Second Owner,7,2179,140.00,15.10
